0.12 0.0 0.0 0.0 
0.36 0.0 0.0 0.0 
0.6 0.000143227734389 0.0 1.61232551051e-05 
0.84 0.0113358241418 0.0 0.000322150194357 
1.08 0.0531921764116 0.0 0.00130309559315 
1.32 0.106565340597 0.0 0.0020701558259 
1.56 0.160080430446 0.0 0.00275294360644 
1.8 0.214796029123 0.0 0.00295335095392 
2.04 0.26917699573 0.0 0.00238024027959 
2.28 0.325742836322 0.0 0.00173064868798 
2.52 0.380873795429 0.0 0.00166145736544 
2.76 0.41515600469 0.0 0.00198433895172 
3.0 0.409976368986 0.0 0.00200575003762 
3.24 0.3629716307 0.0 0.00257148918294 
3.48 0.310112784289 0.0 0.00247061010007 
3.72 0.257244823385 0.0 0.00174294323403 
3.96 0.205133365333 0.0 0.00176861043425 
4.2 0.160908547165 0.0 0.00140514462842 
4.44 0.124160216731 0.0 0.00145060185703 
4.68 0.0953558172751 0.0 0.00104024710792 
4.92 0.0730357279761 0.0 0.00102949246874 
5.16 0.0557116824665 0.0 0.00100005007211 
5.4 0.0422938478948 0.0 0.000722599363267 
5.64 0.0324501963314 0.0 0.000753377177767 
5.88 0.0249112092212 0.0 0.000588090066351 
6.12 0.0189255919941 0.0 0.000477835205497 
6.36 0.0143852728139 0.0 0.000425989438166 
6.6 0.010670466212 0.0 0.000452472337527 
6.84 0.00797778480549 0.0 0.000452221472741 
7.08 0.00600905449279 0.0 0.000468502075753 
7.32 0.00439839351606 0.0 0.000357415494279 
7.56 0.0033502269144 0.0 0.000303109551876 
7.8 0.002557266094 0.0 0.000257765200456 
8.04 0.00184242949237 0.0 0.000197218740865 
8.28 0.00145962082046 0.0 0.000184596347079 
8.52 0.00114712394543 0.0 0.000169083076029 
8.76 0.000833325000083 0.0 0.000150746530879 
9.0 0.000585931640683 0.0 0.000132197012889 
9.24 0.000454422539108 0.0 0.000115903762854 
9.48 0.000308590664093 0.0 7.70923860609e-05 
9.72 0.000192706406269 0.0 5.98537046979e-05 
9.96 9.63532031345e-05 0.0 3.44888908009e-05 
10.2 4.81766015674e-05 0.0 1.89911913494e-05 
10.44 1.95310546894e-05 0.0 9.21316345008e-06 
10.68 2.34372656273e-05 0.0 1.21588550051e-05 
10.92 2.21351953147e-05 0.0 1.26821024596e-05 
11.16 1.30207031263e-05 0.0 8.04056971713e-06 
11.4 1.30207031263e-05 0.0 7.33486768406e-06 
11.64 3.90621093789e-06 0.0 3.90621093789e-06 
11.88 0.0 0.0 0.0 
