2.5206e-03  3.6257e+00  3.9238e-01  2.3952e+00  3.8723e-03  4.4135e-03  3.2189e-02  5.3643e-02  1.4411e-03  8.5165e-02  4.2127e-01  2.3763e-02
3.6257e+00  1.4451e-03  1.5888e-03  3.0246e-03  3.2314e+00  8.8291e+00  6.8553e-02  2.5531e-03  3.3162e-02  2.9044e+01  9.2138e-02  3.8506e-02
3.9238e-01  1.5888e-03  1.3674e-03  2.1301e-03  2.2056e+00  1.0638e+01  1.8617e-01  4.4154e-02  1.5305e-02  3.7804e-02  1.3987e-02  2.0497e+00
2.3952e+00  3.0246e-03  2.1301e-03  7.4911e-04  1.7199e+00  1.3732e+00  3.2723e-01  5.2795e-02  2.5922e-02  2.3798e-01  6.1743e-02  2.4644e-01
3.8723e-03  3.2314e+00  2.2056e+00  1.7199e+00  5.4048e-03  7.4712e-03  6.0343e-02  3.0150e-02  5.1885e-02  2.0361e-01  1.7407e+00  2.8616e-01
4.4135e-03  8.8291e+00  1.0638e+01  1.3732e+00  7.4712e-03  5.3423e-03  2.9081e-02  7.8433e-02  1.5349e-02  4.1512e-02  2.5912e-01  6.3672e-02
3.2189e-02  6.8553e-02  1.8617e-01  3.2723e-01  6.0343e-02  2.9081e-02  2.1813e-03  1.3225e-04  5.3263e-02  1.1570e+00  1.1231e-01  4.8146e-04
5.3643e-02  2.5531e-03  4.4154e-02  5.2795e-02  3.0150e-02  7.8433e-02  1.3225e-04  2.5784e-03  2.7364e-01  1.6817e-01  9.5094e-01  4.9012e-04
1.4411e-03  3.3162e-02  1.5305e-02  2.5922e-02  5.1885e-02  1.5349e-02  5.3263e-02  2.7364e-01  2.1586e-03  1.0627e-03  2.3702e-03  1.0761e-01
8.5165e-02  2.9044e+01  3.7804e-02  2.3798e-01  2.0361e-01  4.1512e-02  1.1570e+00  1.6817e-01  1.0627e-03  1.7201e-03  4.4420e-03  2.8462e+00
4.2127e-01  9.2138e-02  1.3987e-02  6.1743e-02  1.7407e+00  2.5912e-01  1.1231e-01  9.5094e-01  2.3702e-03  4.4420e-03  1.9935e-03  1.9344e+00
2.3763e-02  3.8506e-02  2.0497e+00  2.4644e-01  2.8616e-01  6.3672e-02  4.8146e-04  4.9012e-04  1.0761e-01  2.8462e+00  1.9344e+00  6.8271e-04
