2.3252e-03  2.9082e+00  8.4623e-01  9.1475e-01  3.5111e-03  4.2852e-03  1.5833e-02  2.3034e-02  1.8033e-02  9.5719e-02  5.2250e-01  5.1895e-02
2.9082e+00  1.5676e-03  2.0890e-03  2.3522e-03  2.6700e+00  5.8798e+00  6.5014e-02  8.1199e-03  1.9158e-02  1.9225e+01  7.2281e-02  3.0229e-02
8.4623e-01  2.0890e-03  2.3176e-03  2.9175e-03  9.6339e-01  2.3543e+00  1.8283e-01  7.3053e-03  1.6819e-02  2.5082e-02  1.1751e-02  6.4009e-01
9.1475e-01  2.3522e-03  2.9175e-03  4.4789e-04  1.2855e+00  8.9001e-01  2.6883e-01  6.1558e-02  3.5490e-03  6.8198e-02  3.3866e-02  6.6590e-02
3.5111e-03  2.6700e+00  9.6339e-01  1.2855e+00  3.3782e-03  6.6805e-03  1.8619e-02  4.1078e-02  8.6000e-02  1.9797e-01  1.6398e+00  3.0313e-01
4.2852e-03  5.8798e+00  2.3543e+00  8.9001e-01  6.6805e-03  5.1034e-03  1.2479e-02  6.4070e-03  8.1121e-02  2.5085e-01  4.1646e-01  1.0399e-01
1.5833e-02  6.5014e-02  1.8283e-01  2.6883e-01  1.8619e-02  1.2479e-02  3.2117e-03  9.9554e-04  3.8175e-02  6.1284e-01  1.5253e-01  3.4033e-03
2.3034e-02  8.1199e-03  7.3053e-03  6.1558e-02  4.1078e-02  6.4070e-03  9.9554e-04  1.3423e-03  2.2526e-01  4.8973e-02  1.6609e-01  1.6585e-03
1.8033e-02  1.9158e-02  1.6819e-02  3.5490e-03  8.6000e-02  8.1121e-02  3.8175e-02  2.2526e-01  2.4427e-03  7.1920e-04  1.1692e-03  1.1253e+00
9.5719e-02  1.9225e+01  2.5082e-02  6.8198e-02  1.9797e-01  2.5085e-01  6.1284e-01  4.8973e-02  7.1920e-04  8.2957e-04  2.5898e-03  7.1977e-01
5.2250e-01  7.2281e-02  1.1751e-02  3.3866e-02  1.6398e+00  4.1646e-01  1.5253e-01  1.6609e-01  1.1692e-03  2.5898e-03  3.1068e-04  6.5608e-01
5.1895e-02  3.0229e-02  6.4009e-01  6.6590e-02  3.0313e-01  1.0399e-01  3.4033e-03  1.6585e-03  1.1253e+00  7.1977e-01  6.5608e-01  1.9513e-05
