1.4383e-01  1.6839e-04  2.4472e-05  7.3503e-05  -7.3689e-02  7.4693e-02  7.9097e-03  1.8946e-03  4.1775e-03  -1.6810e-03  -5.3256e-04  1.9165e-03
1.6839e-04  7.7184e-02  -2.1123e-02  2.3154e-02  -8.9071e-05  1.7375e-04  1.9843e-03  1.1781e-02  6.4406e-03  6.3860e-05  2.4024e-03  -1.6489e-03
2.4472e-05  -2.1123e-02  6.9287e-02  -2.3583e-02  -5.1719e-05  5.6137e-05  1.6943e-03  2.3043e-03  7.9325e-03  -4.0007e-03  3.4384e-03  9.8230e-05
7.3503e-05  2.3154e-02  -2.3583e-02  3.0333e-02  5.3679e-05  2.8338e-05  2.6382e-04  -1.4080e-03  3.4186e-03  -2.6812e-04  1.5885e-03  -1.2208e-04
-7.3689e-02  -8.9071e-05  -5.1719e-05  5.3679e-05  7.5678e-02  -4.0929e-02  2.4808e-03  4.8681e-04  -1.7015e-03  7.5793e-04  -4.1825e-05  3.6915e-04
7.4693e-02  1.7375e-04  5.6137e-05  2.8338e-05  -4.0929e-02  7.5513e-02  -2.1533e-03  7.5691e-04  -1.9608e-03  2.9125e-04  -5.6754e-04  5.4798e-04
7.9097e-03  1.9843e-03  1.6943e-03  2.6382e-04  2.4808e-03  -2.1533e-03  7.8823e-02  -2.0850e-02  -5.2224e-04  1.6989e-04  -7.2715e-04  2.3056e-02
1.8946e-03  1.1781e-02  2.3043e-03  -1.4080e-03  4.8681e-04  7.5691e-04  -2.0850e-02  7.8959e-02  -4.5672e-04  6.1813e-04  -1.5797e-04  -2.3174e-02
4.1775e-03  6.4406e-03  7.9325e-03  3.4186e-03  -1.7015e-03  -1.9608e-03  -5.2224e-04  -4.5672e-04  1.4075e-01  -7.4167e-02  7.4256e-02  -1.7473e-05
-1.6810e-03  6.3860e-05  -4.0007e-03  -2.6812e-04  7.5793e-04  2.9125e-04  1.6989e-04  6.1813e-04  -7.4167e-02  7.5407e-02  -4.0838e-02  -8.8993e-06
-5.3256e-04  2.4024e-03  3.4384e-03  1.5885e-03  -4.1825e-05  -5.6754e-04  -7.2715e-04  -1.5797e-04  7.4256e-02  -4.0838e-02  7.5481e-02  -3.4162e-05
1.9165e-03  -1.6489e-03  9.8230e-05  -1.2208e-04  3.6915e-04  5.4798e-04  2.3056e-02  -2.3174e-02  -1.7473e-05  -8.8993e-06  -3.4162e-05  3.0689e-02
