6.0006e-04  2.0132e+00  4.6020e+00  4.9253e+00  1.0979e-03  3.0626e-03  6.0543e-02  4.0616e-01  8.8335e-02  1.0910e-01  5.7079e-01  1.1230e-01
2.0132e+00  2.2862e-03  1.2582e-02  9.4251e-03  1.8344e+00  3.7478e+00  8.4840e-02  5.2732e-03  8.8483e-02  5.2763e+01  1.3210e-01  1.1135e-02
4.6020e+00  1.2582e-02  9.4266e-03  1.3348e-02  3.6546e+00  1.7262e+01  4.3434e-01  4.5431e-02  2.5947e-03  2.3623e-02  3.9037e-03  5.9677e+00
4.9253e+00  9.4251e-03  1.3348e-02  1.1133e-02  4.7254e+00  2.4635e+00  1.0377e+00  6.1935e-02  7.5801e-02  6.8712e-01  1.3129e-01  1.6820e+00
1.0979e-03  1.8344e+00  3.6546e+00  4.7254e+00  1.6610e-05  2.4136e-03  1.0817e-01  6.8397e-01  2.0389e-01  1.9728e-01  1.7856e+00  2.4639e-01
3.0626e-03  3.7478e+00  1.7262e+01  2.4635e+00  2.4136e-03  4.3968e-04  1.8416e-02  3.3571e-01  5.0921e-02  3.9993e-01  3.6001e-01  2.7892e-01
6.0543e-02  8.4840e-02  4.3434e-01  1.0377e+00  1.0817e-01  1.8416e-02  8.9560e-04  1.1622e-02  9.3786e-01  3.2868e+00  5.2237e-02  2.9518e-04
4.0616e-01  5.2732e-03  4.5431e-02  6.1935e-02  6.8397e-01  3.3571e-01  1.1622e-02  6.7240e-03  2.6707e-01  4.6616e-01  3.6851e+00  1.6649e-03
8.8335e-02  8.8483e-02  2.5947e-03  7.5801e-02  2.0389e-01  5.0921e-02  9.3786e-01  2.6707e-01  8.8144e-03  1.0980e-02  9.1120e-03  2.0341e+00
1.0910e-01  5.2763e+01  2.3623e-02  6.8712e-01  1.9728e-01  3.9993e-01  3.2868e+00  4.6616e-01  1.0980e-02  7.3956e-03  1.5856e-02  5.7310e+00
5.7079e-01  1.3210e-01  3.9037e-03  1.3129e-01  1.7856e+00  3.6001e-01  5.2237e-02  3.6851e+00  9.1120e-03  1.5856e-02  3.8724e-03  9.9622e-01
1.1230e-01  1.1135e-02  5.9677e+00  1.6820e+00  2.4639e-01  2.7892e-01  2.9518e-04  1.6649e-03  2.0341e+00  5.7310e+00  9.9622e-01  4.6462e-04
