6.0752e-03  1.3751e+00  9.9940e-01  3.3212e+00  5.6503e-05  4.5914e-03  1.1402e-01  4.8836e-02  5.0763e-02  1.2513e-01  4.1792e-01  6.9671e-02
1.3751e+00  2.3832e-02  2.1071e-02  2.9617e-02  1.2270e+00  5.5776e+00  4.7204e-01  9.0632e-03  2.7596e-01  7.3067e+01  1.7132e-01  1.7087e-01
9.9940e-01  2.1071e-02  6.1953e-03  9.4632e-03  8.6777e+00  2.0889e+01  4.6649e-01  9.2124e-02  7.9092e-02  6.7278e-02  1.1273e-01  8.3149e+00
3.3212e+00  2.9617e-02  9.4632e-03  1.3352e-02  7.6099e+00  3.1002e+00  2.0379e+00  9.0504e-02  3.7458e-01  1.9207e+00  2.1923e-01  1.4835e+00
5.6503e-05  1.2270e+00  8.6777e+00  7.6099e+00  9.9487e-03  2.4216e-03  3.7005e-01  8.5053e-01  2.6138e-01  7.2407e-01  2.5853e-01  8.8256e-01
4.5914e-03  5.5776e+00  2.0889e+01  3.1002e+00  2.4216e-03  1.9654e-03  2.6798e-01  6.4024e-01  1.0341e-01  5.2901e-01  6.1034e-01  2.4665e-01
1.1402e-01  4.7204e-01  4.6649e-01  2.0379e+00  3.7005e-01  2.6798e-01  1.9688e-03  3.7820e-03  1.0742e-01  2.3963e-02  3.7731e-01  2.1798e-02
4.8836e-02  9.0632e-03  9.2124e-02  9.0504e-02  8.5053e-01  6.4024e-01  3.7820e-03  4.3029e-04  1.9519e+00  3.2324e-01  9.3147e+00  5.5522e-03
5.0763e-02  2.7596e-01  7.9092e-02  3.7458e-01  2.6138e-01  1.0341e-01  1.0742e-01  1.9519e+00  8.2846e-03  6.4491e-03  1.3765e-02  1.1552e+01
1.2513e-01  7.3067e+01  6.7278e-02  1.9207e+00  7.2407e-01  5.2901e-01  2.3963e-02  3.2324e-01  6.4491e-03  7.3165e-04  7.4970e-03  2.8477e+00
4.1792e-01  1.7132e-01  1.1273e-01  2.1923e-01  2.5853e-01  6.1034e-01  3.7731e-01  9.3147e+00  1.3765e-02  7.4970e-03  1.5925e-02  1.3085e+01
6.9671e-02  1.7087e-01  8.3149e+00  1.4835e+00  8.8256e-01  2.4665e-01  2.1798e-02  5.5522e-03  1.1552e+01  2.8477e+00  1.3085e+01  8.9873e-03
