2.8561e-05  7.0211e-09  -3.0893e-08  -2.4320e-08  -1.4734e-05  1.4853e-05  1.3886e-06  3.9019e-07  7.8889e-07  -3.7132e-07  -1.6877e-07  3.4590e-07
7.0211e-09  1.5035e-05  -4.0872e-06  4.4722e-06  2.4784e-09  -2.5698e-08  6.1642e-07  2.3785e-06  9.5661e-07  1.2931e-07  4.0234e-07  -2.7155e-07
-3.0893e-08  -4.0872e-06  1.3809e-05  -4.6784e-06  -9.1525e-08  -5.5678e-08  1.7031e-07  5.2680e-07  1.6866e-06  -8.3329e-07  7.3777e-07  6.0242e-08
-2.4320e-08  4.4722e-06  -4.6784e-06  5.9926e-06  4.5380e-08  3.5370e-08  1.4046e-07  -2.4934e-07  4.4353e-07  6.1703e-08  2.5128e-07  8.5355e-09
-1.4734e-05  2.4784e-09  -9.1525e-08  4.5380e-08  1.5283e-05  -8.1591e-06  6.8427e-07  1.7085e-08  -4.1135e-07  2.4497e-07  2.1078e-08  1.6669e-07
1.4853e-05  -2.5698e-08  -5.5678e-08  3.5370e-08  -8.1591e-06  1.5149e-05  -5.6792e-07  5.4007e-08  -4.4694e-07  1.1405e-07  -1.9942e-07  6.7529e-08
1.3886e-06  6.1642e-07  1.7031e-07  1.4046e-07  6.8427e-07  -5.6792e-07  1.5802e-05  -4.1430e-06  -1.0797e-07  2.2862e-08  -1.6934e-07  4.7326e-06
3.9019e-07  2.3785e-06  5.2680e-07  -2.4934e-07  1.7085e-08  5.4007e-08  -4.1430e-06  1.5814e-05  8.2013e-08  8.1039e-08  1.2906e-07  -4.6620e-06
7.8889e-07  9.5661e-07  1.6866e-06  4.4353e-07  -4.1135e-07  -4.4694e-07  -1.0797e-07  8.2013e-08  2.8452e-05  -1.4963e-05  1.5087e-05  -1.2214e-07
-3.7132e-07  1.2931e-07  -8.3329e-07  6.1703e-08  2.4497e-07  1.1405e-07  2.2862e-08  8.1039e-08  -1.4963e-05  1.5115e-05  -8.2399e-06  -9.7729e-09
-1.6877e-07  4.0234e-07  7.3777e-07  2.5128e-07  2.1078e-08  -1.9942e-07  -1.6934e-07  1.2906e-07  1.5087e-05  -8.2399e-06  1.5360e-05  -5.5981e-08
3.4590e-07  -2.7155e-07  6.0242e-08  8.5355e-09  1.6669e-07  6.7529e-08  4.7326e-06  -4.6620e-06  -1.2214e-07  -9.7729e-09  -5.5981e-08  6.2021e-06
